구분	프로젝트	파일	라인	멤버	호출_문맥	캡처_변수	실행_스레드	호출_시점	예외_전달	위험도	변경_방법
ExpressionBody	Drilling.Common	Drilling.Common/Interface/CInterfaceManager.cs	2004	Drilling.Common.Interface.CInterfaceManager.RefreshPicoMotorStatus(int, System.Threading.CancellationToken)	MethodDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
Lambda	Drilling.Common	Drilling.Common/Interface/CInterfaceManager.cs	2014	Drilling.Common.Interface.CInterfaceManager.ExecutePicoMotorCommand(Drilling.Common.Interface.EN_PICO_MOTOR_COMMAND, int, double, System.Threading.CancellationToken)	GetInterfaceList(EN_EQP_MODULE.PicoMotor)              .OrderBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Interface/CInterfaceManager.cs	2032	Drilling.Common.Interface.CInterfaceManager.ExecutePicoMotorCommand(int, Drilling.Common.Interface.EN_PICO_MOTOR_COMMAND, int, double, System.Threading.CancellationToken)	GetInterfaceList(EN_EQP_MODULE.PicoMotor)              .FirstOrDefault	number	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Interface/CInterfaceManager.cs	2064	Drilling.Common.Interface.CInterfaceManager.ExecutePicoMotorAllMove(System.Collections.Generic.IReadOnlyCollection<int>, double, int, System.Threading.CancellationToken)	GetInterfaceList(EN_EQP_MODULE.PicoMotor)              .OrderBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Interface/CInterfaceManager.cs	2082	Drilling.Common.Interface.CInterfaceManager.ExecutePicoMotorAllMove(int, System.Collections.Generic.IReadOnlyCollection<int>, double, int, System.Threading.CancellationToken)	GetInterfaceList(EN_EQP_MODULE.PicoMotor)              .FirstOrDefault	number	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Interface/CInterfaceManager.cs	2240	Drilling.Common.Interface.CInterfaceManager.PruneDeviceStateMap<T>(System.Collections.Generic.Dictionary<int, T>, Drilling.Common.Interface.EN_EQP_MODULE)	GetInterfaceList(module)              .Select	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Interface/CInterfaceManager.cs	2243	Drilling.Common.Interface.CInterfaceManager.PruneDeviceStateMap<T>(System.Collections.Generic.Dictionary<int, T>, Drilling.Common.Interface.EN_EQP_MODULE)	statusMap.Keys.Where	validNumbers	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Interface/CInterfaceManager.cs	2252	Drilling.Common.Interface.CInterfaceManager.GetTalonInterfaceData()	GetInterfaceList(EN_EQP_MODULE.TalonLaser)              .OrderBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Interface/CInterfaceManager.cs	2253	Drilling.Common.Interface.CInterfaceManager.GetTalonInterfaceData()	GetInterfaceList(EN_EQP_MODULE.TalonLaser)              .OrderBy(data => data.Number)              .ThenBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Interface/CInterfaceManager.cs	2265	Drilling.Common.Interface.CInterfaceManager.GetAttenuatorInterfaceData()	GetInterfaceList(EN_EQP_MODULE.Attenuator)              .OrderBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Interface/CInterfaceManager.cs	2266	Drilling.Common.Interface.CInterfaceManager.GetAttenuatorInterfaceData()	GetInterfaceList(EN_EQP_MODULE.Attenuator)              .OrderBy(data => data.Number)              .ThenBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Interface/CInterfaceManager.cs	2278	Drilling.Common.Interface.CInterfaceManager.GetBETInterfaceData()	GetInterfaceList(EN_EQP_MODULE.Bet)              .OrderBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Interface/CInterfaceManager.cs	2279	Drilling.Common.Interface.CInterfaceManager.GetBETInterfaceData()	GetInterfaceList(EN_EQP_MODULE.Bet)              .OrderBy(data => data.Number)              .ThenBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Interface/CInterfaceManager.cs	2291	Drilling.Common.Interface.CInterfaceManager.GetPowerMeterInterfaceData()	GetInterfaceList(EN_EQP_MODULE.PowerMeter)              .OrderBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Interface/CInterfaceManager.cs	2292	Drilling.Common.Interface.CInterfaceManager.GetPowerMeterInterfaceData()	GetInterfaceList(EN_EQP_MODULE.PowerMeter)              .OrderBy(data => data.Number)              .ThenBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Interface/CInterfaceManager.cs	2304	Drilling.Common.Interface.CInterfaceManager.GetChillerInterfaceData()	GetInterfaceList(EN_EQP_MODULE.Chiller)              .OrderBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Interface/CInterfaceManager.cs	2305	Drilling.Common.Interface.CInterfaceManager.GetChillerInterfaceData()	GetInterfaceList(EN_EQP_MODULE.Chiller)              .OrderBy(data => data.Number)              .ThenBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
ExpressionBody	Drilling.Common	Drilling.Common/Interface/CInterfaceManager.cs	2410	Drilling.Common.Interface.CInterfaceDevice.ConnectionState.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.Common	Drilling.Common/Interface/CInterfaceManager.cs	2414	Drilling.Common.Interface.CInterfaceDevice.IsSimulation.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
Lambda	Drilling.Common	Drilling.Common/Interface/CInterfaceManager.cs	2527	Drilling.Common.Interface.CInterfaceConnectOption.Parse(Drilling.Common.Interface.ST_INTERFACE_DATA)	data.Arguments              .Select	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
SwitchExpression	Drilling.Common	Drilling.Common/Interface/CInterfaceManager.cs	2532	Drilling.Common.Interface.CInterfaceConnectOption.Parse(Drilling.Common.Interface.ST_INTERFACE_DATA)	ReturnStatement	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
ExpressionBody	Drilling.Common	Drilling.Common/Interface/Melsec/CMelsec.cs	108	Drilling.Common.Interface.CMelsec.Map.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
Lambda	Drilling.Common	Drilling.Common/Interface/Melsec/CMelsec.cs	109	Drilling.Common.Interface.CMelsec.Map.get	_map.Values          .OrderBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Interface/Melsec/CMelsec.cs	110	Drilling.Common.Interface.CMelsec.Map.get	_map.Values          .OrderBy(data => data.Group, StringComparer.OrdinalIgnoreCase)          .ThenBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Interface/Melsec/CMelsec.cs	111	Drilling.Common.Interface.CMelsec.Map.get	_map.Values          .OrderBy(data => data.Group, StringComparer.OrdinalIgnoreCase)          .ThenBy(data => data.DeviceNo)          .ThenBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Interface/Melsec/CMelsec.cs	117	Drilling.Common.Interface.CMelsec.ReloadMap(System.Collections.Generic.IReadOnlyList<Drilling.Common.Interface.ST_MELSEC_MAP_DATA>)	map              .Where	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Interface/Melsec/CMelsec.cs	118	Drilling.Common.Interface.CMelsec.ReloadMap(System.Collections.Generic.IReadOnlyList<Drilling.Common.Interface.ST_MELSEC_MAP_DATA>)	map              .Where(data => data.Use)              .ToDictionary	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Interface/Melsec/CMelsec.cs	126	Drilling.Common.Interface.CMelsec.GetMapList(string)	Map              .Where	normalizedGroup	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	중간	이름 있는 조건/선택 메서드 또는 for/foreach
Lambda	Drilling.Common	Drilling.Common/Interface/Melsec/CMelsec.cs	141	Drilling.Common.Interface.CMelsec.GetMapData(string)	_map.Keys.OrderBy	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
SwitchExpression	Drilling.Common	Drilling.Common/Interface/Melsec/CMelsec.cs	679	Drilling.Common.Interface.CMelsec.GetDeviceCode(string)	ReturnStatement	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	일반 switch 문과 명시적 return/대입
Lambda	Drilling.Common	Drilling.Common/Interface/Melsec/CMelsec.cs	906	Drilling.Common.Interface.CMelsec.WordsToHexText(System.Collections.Generic.IReadOnlyList<ushort>)	words.Select	-	열거를 수행하는 호출자 스레드	기존 LINQ 열거 시점	기존 열거 시 호출자에게 전달	낮음	이름 있는 조건/선택 메서드 또는 for/foreach
ExpressionBody	Drilling.Common	Drilling.Common/Interface/PicoMotor/CPicoMotor.cs	166	Drilling.Common.Interface.CPicoMotorCommandSession.IsConnected.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
ExpressionBody	Drilling.Common	Drilling.Common/Interface/PicoMotor/CPicoMotor.cs	168	Drilling.Common.Interface.CPicoMotorCommandSession.DeviceKey.get	PropertyDeclaration	-	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	낮음	블록 본문과 명시적 return/get/set
Lambda	Drilling.Common	Drilling.Common/Interface/PicoMotor/CPicoMotor.cs	224	Drilling.Common.Interface.CPicoMotorCommandSession.GetIdentification()	Execute	this,id	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	이름 있는 메서드 또는 명시적 반복문
Lambda	Drilling.Common	Drilling.Common/Interface/PicoMotor/CPicoMotor.cs	232	Drilling.Common.Interface.CPicoMotorCommandSession.GetPositionStep(int)	ExecuteOrThrow	this,motorNo,position	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	이름 있는 메서드 또는 명시적 반복문
Lambda	Drilling.Common	Drilling.Common/Interface/PicoMotor/CPicoMotor.cs	239	Drilling.Common.Interface.CPicoMotorCommandSession.GetVelocityStep(int)	ExecuteOrThrow	this,motorNo,velocity	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	이름 있는 메서드 또는 명시적 반복문
Lambda	Drilling.Common	Drilling.Common/Interface/PicoMotor/CPicoMotor.cs	246	Drilling.Common.Interface.CPicoMotorCommandSession.GetAccelerationStep(int)	ExecuteOrThrow	this,motorNo,acceleration	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	이름 있는 메서드 또는 명시적 반복문
Lambda	Drilling.Common	Drilling.Common/Interface/PicoMotor/CPicoMotor.cs	253	Drilling.Common.Interface.CPicoMotorCommandSession.GetMotionDone(int)	ExecuteOrThrow	this,motorNo,isDone	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	이름 있는 메서드 또는 명시적 반복문
Lambda	Drilling.Common	Drilling.Common/Interface/PicoMotor/CPicoMotor.cs	260	Drilling.Common.Interface.CPicoMotorCommandSession.GetErrorCode()	ExecuteOrThrow	this,error	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	이름 있는 메서드 또는 명시적 반복문
Lambda	Drilling.Common	Drilling.Common/Interface/PicoMotor/CPicoMotor.cs	269	Drilling.Common.Interface.CPicoMotorCommandSession.GetHomePositionStep(int)	ExecuteOrThrow	this,motorNo,home	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	이름 있는 메서드 또는 명시적 반복문
Lambda	Drilling.Common	Drilling.Common/Interface/PicoMotor/CPicoMotor.cs	277	Drilling.Common.Interface.CPicoMotorCommandSession.SetVelocity(int, int)	ExecuteOrThrow	this,motorNo,velocityStep	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	이름 있는 메서드 또는 명시적 반복문
Lambda	Drilling.Common	Drilling.Common/Interface/PicoMotor/CPicoMotor.cs	282	Drilling.Common.Interface.CPicoMotorCommandSession.SetAcceleration(int, int)	ExecuteOrThrow	this,motorNo,accelerationStep	호출자 스레드	기존 식 평가 시점	기존 호출자에게 직접 전달	중간	이름 있는 메서드 또는 명시적 반복문
